State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Predicted Value
DC,2019,August,12 month-ending,Number of Drug Overdose Deaths,318,100,0.016891892,District of Columbia,318
DC,2019,December,12 month-ending,Number of Drug Overdose Deaths,367,100,0,District of Columbia,367
DC,2019,February,12 month-ending,Number of Drug Overdose Deaths,306,100,0.033019647,District of Columbia,306
DC,2019,January,12 month-ending,Number of Drug Overdose Deaths,300,100,0.032889327,District of Columbia,300
DC,2019,July,12 month-ending,Number of Drug Overdose Deaths,308,100,0.016897601,District of Columbia,308
DC,2019,June,12 month-ending,Number of Drug Overdose Deaths,306,100,0.016917611,District of Columbia,306
DC,2019,March,12 month-ending,Number of Drug Overdose Deaths,304,100,0.033311126,District of Columbia,304
DC,2019,May,12 month-ending,Number of Drug Overdose Deaths,295,100,0.033568312,District of Columbia,295
DC,2019,November,12 month-ending,Number of Drug Overdose Deaths,345,100,0,District of Columbia,345
DC,2019,October,12 month-ending,Number of Drug Overdose Deaths,335,100,0,District of Columbia,335
DC,2019,September,12 month-ending,Number of Drug Overdose Deaths,324,100,0.016869096,District of Columbia,324
DC,2020,April,12 month-ending,Number of Drug Overdose Deaths,450,100,0,District of Columbia,450
DC,2020,August,12 month-ending,Number of Drug Overdose Deaths,508,100,0,District of Columbia,508
DC,2020,December,12 month-ending,Number of Drug Overdose Deaths,511,100,0,District of Columbia,511
DC,2020,February,12 month-ending,Number of Drug Overdose Deaths,401,100,0,District of Columbia,401
DC,2020,January,12 month-ending,Number of Drug Overdose Deaths,391,100,0,District of Columbia,391
DC,2020,July,12 month-ending,Number of Drug Overdose Deaths,488,100,0,District of Columbia,488
DC,2020,June,12 month-ending,Number of Drug Overdose Deaths,483,100,0,District of Columbia,483
DC,2020,March,12 month-ending,Number of Drug Overdose Deaths,418,100,0,District of Columbia,418
DC,2020,May,12 month-ending,Number of Drug Overdose Deaths,471,100,0,District of Columbia,471
DC,2020,November,12 month-ending,Number of Drug Overdose Deaths,521,100,0,District of Columbia,521
DC,2020,October,12 month-ending,Number of Drug Overdose Deaths,517,100,0,District of Columbia,517
DC,2020,September,12 month-ending,Number of Drug Overdose Deaths,513,100,0,District of Columbia,513
DC,2021,April,12 month-ending,Number of Drug Overdose Deaths,499,100,0,District of Columbia,499
DC,2021,August,12 month-ending,Number of Drug Overdose Deaths,513,100,0,District of Columbia,513
DC,2021,December,12 month-ending,Number of Drug Overdose Deaths,541,100,0.013978194,District of Columbia,541
DC,2021,February,12 month-ending,Number of Drug Overdose Deaths,514,100,0,District of Columbia,514
DC,2021,January,12 month-ending,Number of Drug Overdose Deaths,514,100,0,District of Columbia,514
DC,2021,July,12 month-ending,Number of Drug Overdose Deaths,523,100,0,District of Columbia,523
DC,2021,June,12 month-ending,Number of Drug Overdose Deaths,504,100,0,District of Columbia,504
DC,2021,March,12 month-ending,Number of Drug Overdose Deaths,519,100,0,District of Columbia,519
DC,2021,May,12 month-ending,Number of Drug Overdose Deaths,499,100,0,District of Columbia,499
DC,2021,November,12 month-ending,Number of Drug Overdose Deaths,523,100,0.0138217,District of Columbia,523
DC,2021,October,12 month-ending,Number of Drug Overdose Deaths,516,100,0.013829346,District of Columbia,516
DC,2021,September,12 month-ending,Number of Drug Overdose Deaths,518,100,0,District of Columbia,518
DC,2022,April,12 month-ending,Number of Drug Overdose Deaths,553,100,0.014287755,District of Columbia,553
DC,2022,August,12 month-ending,Number of Drug Overdose Deaths,548,100,0.014532771,District of Columbia,548
DC,2022,December,12 month-ending,Number of Drug Overdose Deaths,575,100,0,District of Columbia,575
DC,2022,February,12 month-ending,Number of Drug Overdose Deaths,548,100,0.014044944,District of Columbia,548
DC,2022,January,12 month-ending,Number of Drug Overdose Deaths,537,100,0.013947001,District of Columbia,537
DC,2022,July,12 month-ending,Number of Drug Overdose Deaths,542,100,0.014396775,District of Columbia,542
DC,2022,June,12 month-ending,Number of Drug Overdose Deaths,552,100,0.014330754,District of Columbia,552
DC,2022,March,12 month-ending,Number of Drug Overdose Deaths,545,100,0.014134276,District of Columbia,545
DC,2022,May,12 month-ending,Number of Drug Overdose Deaths,548,100,0.0143287,District of Columbia,548
DC,2022,November,12 month-ending,Number of Drug Overdose Deaths,576,100,0,District of Columbia,576
DC,2022,October,12 month-ending,Number of Drug Overdose Deaths,569,100,0,District of Columbia,569
DC,2022,September,12 month-ending,Number of Drug Overdose Deaths,550,100,0.014505367,District of Columbia,550
DC,2023,April,12 month-ending,Number of Drug Overdose Deaths,603,100,0,District of Columbia,603
DC,2023,August,12 month-ending,Number of Drug Overdose Deaths,634,100,0.015117158,District of Columbia,634
DC,2023,February,12 month-ending,Number of Drug Overdose Deaths,573,100,0,District of Columbia,573
DC,2023,January,12 month-ending,Number of Drug Overdose Deaths,574,100,0,District of Columbia,574
DC,2023,July,12 month-ending,Number of Drug Overdose Deaths,624,100,0.015206813,District of Columbia,624
DC,2023,June,12 month-ending,Number of Drug Overdose Deaths,611,100,0,District of Columbia,611
DC,2023,March,12 month-ending,Number of Drug Overdose Deaths,596,100,0,District of Columbia,596
DC,2023,May,12 month-ending,Number of Drug Overdose Deaths,604,100,0,District of Columbia,604
DC,2023,November,12 month-ending,Number of Drug Overdose Deaths,629,100,0.03030303,District of Columbia,629
DC,2023,October,12 month-ending,Number of Drug Overdose Deaths,631,100,0.015110305,District of Columbia,631
DC,2023,September,12 month-ending,Number of Drug Overdose Deaths,641,100,0.015130882,District of Columbia,641
DE,2015,April,12 month-ending,Number of Drug Overdose Deaths,200,100,0,Delaware,200
DE,2015,August,12 month-ending,Number of Drug Overdose Deaths,192,100,0,Delaware,192
DE,2015,December,12 month-ending,Number of Drug Overdose Deaths,195,100,0,Delaware,195
DE,2015,February,12 month-ending,Number of Drug Overdose Deaths,208,100,0,Delaware,208
DE,2015,January,12 month-ending,Number of Drug Overdose Deaths,210,100,0,Delaware,210
DE,2015,July,12 month-ending,Number of Drug Overdose Deaths,202,100,0,Delaware,202
DE,2015,June,12 month-ending,Number of Drug Overdose Deaths,199,100,0,Delaware,199
DE,2015,March,12 month-ending,Number of Drug Overdose Deaths,208,100,0,Delaware,208
DE,2015,May,12 month-ending,Number of Drug Overdose Deaths,195,100,0,Delaware,195
DE,2015,November,12 month-ending,Number of Drug Overdose Deaths,194,100,0,Delaware,194
DE,2015,October,12 month-ending,Number of Drug Overdose Deaths,187,100,0,Delaware,187
DE,2015,September,12 month-ending,Number of Drug Overdose Deaths,201,100,0,Delaware,201
DE,2016,April,12 month-ending,Number of Drug Overdose Deaths,199,100,0,Delaware,199
DE,2016,August,12 month-ending,Number of Drug Overdose Deaths,245,100,0,Delaware,245
DE,2016,December,12 month-ending,Number of Drug Overdose Deaths,285,100,0,Delaware,285
DE,2016,February,12 month-ending,Number of Drug Overdose Deaths,189,100,0,Delaware,189
DE,2016,January,12 month-ending,Number of Drug Overdose Deaths,181,100,0,Delaware,181
DE,2016,July,12 month-ending,Number of Drug Overdose Deaths,233,100,0,Delaware,233
DE,2016,June,12 month-ending,Number of Drug Overdose Deaths,221,100,0,Delaware,221
DE,2016,March,12 month-ending,Number of Drug Overdose Deaths,188,100,0,Delaware,188
DE,2016,May,12 month-ending,Number of Drug Overdose Deaths,216,100,0,Delaware,216
DE,2016,November,12 month-ending,Number of Drug Overdose Deaths,268,100,0,Delaware,268
DE,2016,October,12 month-ending,Number of Drug Overdose Deaths,254,100,0,Delaware,254
DE,2016,September,12 month-ending,Number of Drug Overdose Deaths,245,100,0,Delaware,245
DE,2017,April,12 month-ending,Number of Drug Overdose Deaths,313,100,0,Delaware,313
DE,2017,August,12 month-ending,Number of Drug Overdose Deaths,326,100,0,Delaware,326
DE,2017,December,12 month-ending,Number of Drug Overdose Deaths,341,100,0,Delaware,341
DE,2017,February,12 month-ending,Number of Drug Overdose Deaths,309,100,0,Delaware,309
DE,2017,January,12 month-ending,Number of Drug Overdose Deaths,310,100,0,Delaware,310
DE,2017,July,12 month-ending,Number of Drug Overdose Deaths,320,100,0,Delaware,320
DE,2017,June,12 month-ending,Number of Drug Overdose Deaths,313,100,0,Delaware,313
DE,2017,March,12 month-ending,Number of Drug Overdose Deaths,312,100,0,Delaware,312
DE,2017,May,12 month-ending,Number of Drug Overdose Deaths,310,100,0,Delaware,310
DE,2017,November,12 month-ending,Number of Drug Overdose Deaths,345,100,0,Delaware,345
DE,2017,October,12 month-ending,Number of Drug Overdose Deaths,338,100,0,Delaware,338
DE,2017,September,12 month-ending,Number of Drug Overdose Deaths,329,100,0,Delaware,329
DE,2018,April,12 month-ending,Number of Drug Overdose Deaths,360,100,0,Delaware,360
DE,2018,August,12 month-ending,Number of Drug Overdose Deaths,381,100,0,Delaware,381
DE,2018,December,12 month-ending,Number of Drug Overdose Deaths,399,100,0,Delaware,399
DE,2018,February,12 month-ending,Number of Drug Overdose Deaths,338,100,0,Delaware,338
DE,2018,January,12 month-ending,Number of Drug Overdose Deaths,330,100,0,Delaware,330
DE,2018,July,12 month-ending,Number of Drug Overdose Deaths,363,100,0,Delaware,363
DE,2018,June,12 month-ending,Number of Drug Overdose Deaths,367,100,0,Delaware,367
DE,2018,March,12 month-ending,Number of Drug Overdose Deaths,354,100,0,Delaware,354
DE,2018,May,12 month-ending,Number of Drug Overdose Deaths,366,100,0,Delaware,366
DE,2018,November,12 month-ending,Number of Drug Overdose Deaths,405,100,0,Delaware,405
DE,2018,October,12 month-ending,Number of Drug Overdose Deaths,406,100,0,Delaware,406
DE,2018,September,12 month-ending,Number of Drug Overdose Deaths,393,100,0,Delaware,393
DE,2019,April,12 month-ending,Number of Drug Overdose Deaths,392,100,0,Delaware,392
DE,2019,August,12 month-ending,Number of Drug Overdose Deaths,421,100,0.043257273,Delaware,422
DE,2019,December,12 month-ending,Number of Drug Overdose Deaths,423,100,0.097171237,Delaware,426
DE,2019,February,12 month-ending,Number of Drug Overdose Deaths,401,100,0,Delaware,401
DE,2019,January,12 month-ending,Number of Drug Overdose Deaths,403,100,0,Delaware,403
DE,2019,July,12 month-ending,Number of Drug Overdose Deaths,427,100,0.021701389,Delaware,427
DE,2019,June,12 month-ending,Number of Drug Overdose Deaths,418,100,0,Delaware,418
DE,2019,March,12 month-ending,Number of Drug Overdose Deaths,394,100,0,Delaware,394
DE,2019,May,12 month-ending,Number of Drug Overdose Deaths,404,100,0,Delaware,404
DE,2019,November,12 month-ending,Number of Drug Overdose Deaths,399,100,0.086683281,Delaware,402
DE,2019,October,12 month-ending,Number of Drug Overdose Deaths,407,100,0.064613397,Delaware,409
DE,2019,September,12 month-ending,Number of Drug Overdose Deaths,416,100,0.053694158,Delaware,417
DE,2020,April,12 month-ending,Number of Drug Overdose Deaths,463,100,0.092917613,Delaware,467
DE,2020,August,12 month-ending,Number of Drug Overdose Deaths,473,100,0.048671274,Delaware,474
DE,2020,December,12 month-ending,Number of Drug Overdose Deaths,449,100,0.009099181,Delaware,449
DE,2020,February,12 month-ending,Number of Drug Overdose Deaths,447,100,0.096763789,Delaware,451
DE,2020,January,12 month-ending,Number of Drug Overdose Deaths,428,100,0.097139773,Delaware,432
DE,2020,July,12 month-ending,Number of Drug Overdose Deaths,475,100,0.068533386,Delaware,477
DE,2020,June,12 month-ending,Number of Drug Overdose Deaths,476,100,0.088985565,Delaware,479
DE,2020,March,12 month-ending,Number of Drug Overdose Deaths,454,100,0.096194955,Delaware,458
DE,2020,May,12 month-ending,Number of Drug Overdose Deaths,472,100,0.089703977,Delaware,475
DE,2020,November,12 month-ending,Number of Drug Overdose Deaths,467,100,0.018859029,Delaware,467
DE,2020,October,12 month-ending,Number of Drug Overdose Deaths,475,100,0.028595939,Delaware,475
DE,2020,September,12 month-ending,Number of Drug Overdose Deaths,476,100,0.038729667,Delaware,477
DE,2021,April,12 month-ending,Number of Drug Overdose Deaths,460,100,0.008805142,Delaware,460
DE,2021,August,12 month-ending,Number of Drug Overdose Deaths,447,100,0.008977467,Delaware,447
DE,2021,December,12 month-ending,Number of Drug Overdose Deaths,502,100,0,Delaware,502
DE,2021,February,12 month-ending,Number of Drug Overdose Deaths,449,100,0.008700191,Delaware,449
DE,2021,January,12 month-ending,Number of Drug Overdose Deaths,456,100,0.008805142,Delaware,456
DE,2021,July,12 month-ending,Number of Drug Overdose Deaths,445,100,0.009042409,Delaware,445
DE,2021,June,12 month-ending,Number of Drug Overdose Deaths,452,100,0.008976661,Delaware,452
DE,2021,March,12 month-ending,Number of Drug Overdose Deaths,460,100,0.008672275,Delaware,460
DE,2021,May,12 month-ending,Number of Drug Overdose Deaths,456,100,0.008972633,Delaware,456
DE,2021,November,12 month-ending,Number of Drug Overdose Deaths,476,100,0,Delaware,476
DE,2021,October,12 month-ending,Number of Drug Overdose Deaths,457,100,0.008792755,Delaware,457
DE,2021,September,12 month-ending,Number of Drug Overdose Deaths,440,100,0.008880995,Delaware,440
DE,2022,April,12 month-ending,Number of Drug Overdose Deaths,505,100,0,Delaware,505
DE,2022,August,12 month-ending,Number of Drug Overdose Deaths,539,100,0,Delaware,539
DE,2022,December,12 month-ending,Number of Drug Overdose Deaths,544,100,0,Delaware,544
DE,2022,February,12 month-ending,Number of Drug Overdose Deaths,508,100,0,Delaware,508
DE,2022,January,12 month-ending,Number of Drug Overdose Deaths,507,100,0,Delaware,507
DE,2022,July,12 month-ending,Number of Drug Overdose Deaths,531,100,0,Delaware,531
DE,2022,June,12 month-ending,Number of Drug Overdose Deaths,525,100,0,Delaware,525
DE,2022,March,12 month-ending,Number of Drug Overdose Deaths,505,100,0,Delaware,505
DE,2022,May,12 month-ending,Number of Drug Overdose Deaths,518,100,0,Delaware,518
DE,2022,November,12 month-ending,Number of Drug Overdose Deaths,549,100,0,Delaware,549
DE,2022,October,12 month-ending,Number of Drug Overdose Deaths,548,100,0,Delaware,548
DE,2022,September,12 month-ending,Number of Drug Overdose Deaths,554,100,0,Delaware,554
DE,2023,April,12 month-ending,Number of Drug Overdose Deaths,564,100,0,Delaware,564
DE,2023,August,12 month-ending,Number of Drug Overdose Deaths,548,100,0.027538094,Delaware,549
DE,2023,February,12 month-ending,Number of Drug Overdose Deaths,556,100,0,Delaware,556
DE,2023,January,12 month-ending,Number of Drug Overdose Deaths,549,100,0,Delaware,549
DE,2023,July,12 month-ending,Number of Drug Overdose Deaths,551,100,0.018299936,Delaware,551
DE,2023,June,12 month-ending,Number of Drug Overdose Deaths,534,100,0.009107468,Delaware,534
DE,2023,March,12 month-ending,Number of Drug Overdose Deaths,558,100,0,Delaware,558
DE,2023,May,12 month-ending,Number of Drug Overdose Deaths,545,100,0,Delaware,545
DE,2023,November,12 month-ending,Number of Drug Overdose Deaths,536,100,0.074280409,Delaware,539
DE,2023,October,12 month-ending,Number of Drug Overdose Deaths,542,100,0.036961745,Delaware,543
DE,2023,September,12 month-ending,Number of Drug Overdose Deaths,543,100,0.036727573,Delaware,544
FL,2015,April,12 month-ending,Number of Drug Overdose Deaths,2886,100,0.032246656,Florida,2886
FL,2015,August,12 month-ending,Number of Drug Overdose Deaths,3204,100,0.02881192,Florida,3204
FL,2015,December,12 month-ending,Number of Drug Overdose Deaths,3352,100,0.036541995,Florida,3352
FL,2015,February,12 month-ending,Number of Drug Overdose Deaths,2824,100,0.034104444,Florida,2824
FL,2015,January,12 month-ending,Number of Drug Overdose Deaths,2755,100,0.034889253,Florida,2755
FL,2015,July,12 month-ending,Number of Drug Overdose Deaths,3117,100,0.031463572,Florida,3117
FL,2015,June,12 month-ending,Number of Drug Overdose Deaths,2983,100,0.031542968,Florida,2983
FL,2015,March,12 month-ending,Number of Drug Overdose Deaths,2862,100,0.033377663,Florida,2862
FL,2015,May,12 month-ending,Number of Drug Overdose Deaths,2958,100,0.033149114,Florida,2958
FL,2015,November,12 month-ending,Number of Drug Overdose Deaths,3340,100,0.032768252,Florida,3340
FL,2015,October,12 month-ending,Number of Drug Overdose Deaths,3341,100,0.030163753,Florida,3341
FL,2015,September,12 month-ending,Number of Drug Overdose Deaths,3270,100,0.027678539,Florida,3270
FL,2016,April,12 month-ending,Number of Drug Overdose Deaths,3703,100,0.040840706,Florida,3705
FL,2016,August,12 month-ending,Number of Drug Overdose Deaths,4091,100,0.051697922,Florida,4098
FL,2016,December,12 month-ending,Number of Drug Overdose Deaths,4996,100,0.047008462,Florida,5002
FL,2016,February,12 month-ending,Number of Drug Overdose Deaths,3401,100,0.038068585,Florida,3401
FL,2016,January,12 month-ending,Number of Drug Overdose Deaths,3324,100,0.037665755,Florida,3324
FL,2016,July,12 month-ending,Number of Drug Overdose Deaths,3973,100,0.047272191,Florida,3978
FL,2016,June,12 month-ending,Number of Drug Overdose Deaths,3843,100,0.045345004,Florida,3847
FL,2016,March,12 month-ending,Number of Drug Overdose Deaths,3596,100,0.038931435,Florida,3597
FL,2016,May,12 month-ending,Number of Drug Overdose Deaths,3759,100,0.042336139,Florida,3761
FL,2016,November,12 month-ending,Number of Drug Overdose Deaths,4836,100,0.054703497,Florida,4846
FL,2016,October,12 month-ending,Number of Drug Overdose Deaths,4579,100,0.054989406,Florida,4589
FL,2016,September,12 month-ending,Number of Drug Overdose Deaths,4279,100,0.052631046,Florida,4287
FL,2017,April,12 month-ending,Number of Drug Overdose Deaths,5386,100,0.043210275,Florida,5389
FL,2017,August,12 month-ending,Number of Drug Overdose Deaths,5627,100,0.037449492,Florida,5627
FL,2017,December,12 month-ending,Number of Drug Overdose Deaths,5440,100,0.064024523,Florida,5457
FL,2017,February,12 month-ending,Number of Drug Overdose Deaths,5230,100,0.045837734,Florida,5235
FL,2017,January,12 month-ending,Number of Drug Overdose Deaths,5179,100,0.046295605,Florida,5184
FL,2017,July,12 month-ending,Number of Drug Overdose Deaths,5602,100,0.038537549,Florida,5602
FL,2017,June,12 month-ending,Number of Drug Overdose Deaths,5676,100,0.040531056,Florida,5678
FL,2017,March,12 month-ending,Number of Drug Overdose Deaths,5287,100,0.044802644,Florida,5291
FL,2017,May,12 month-ending,Number of Drug Overdose Deaths,5535,100,0.04164477,Florida,5538
FL,2017,November,12 month-ending,Number of Drug Overdose Deaths,5415,100,0.051213766,Florida,5424
FL,2017,October,12 month-ending,Number of Drug Overdose Deaths,5475,100,0.047394523,Florida,5481
FL,2017,September,12 month-ending,Number of Drug Overdose Deaths,5592,100,0.04216141,Florida,5595
FL,2018,April,12 month-ending,Number of Drug Overdose Deaths,5272,100,0.068936134,Florida,5292
FL,2018,August,12 month-ending,Number of Drug Overdose Deaths,5062,100,0.067889312,Florida,5080
FL,2018,December,12 month-ending,Number of Drug Overdose Deaths,4936,100,0.04997093,Florida,4943
FL,2018,February,12 month-ending,Number of Drug Overdose Deaths,5419,100,0.066061581,Florida,5437
FL,2018,January,12 month-ending,Number of Drug Overdose Deaths,5451,100,0.064850532,Florida,5469
FL,2018,July,12 month-ending,Number of Drug Overdose Deaths,5141,100,0.069197547,Florida,5160
FL,2018,June,12 month-ending,Number of Drug Overdose Deaths,5136,100,0.068349106,Florida,5155
FL,2018,March,12 month-ending,Number of Drug Overdose Deaths,5292,100,0.067967624,Florida,5311
FL,2018,May,12 month-ending,Number of Drug Overdose Deaths,5235,100,0.06987351,Florida,5255
FL,2018,November,12 month-ending,Number of Drug Overdose Deaths,4968,100,0.054746629,Florida,4978
FL,2018,October,12 month-ending,Number of Drug Overdose Deaths,4954,100,0.058037749,Florida,4966
FL,2018,September,12 month-ending,Number of Drug Overdose Deaths,5006,100,0.065120377,Florida,5022
FL,2019,April,12 month-ending,Number of Drug Overdose Deaths,4987,100,0.047994648,Florida,4993
FL,2019,August,12 month-ending,Number of Drug Overdose Deaths,5153,100,0.049889188,Florida,5160
FL,2019,December,12 month-ending,Number of Drug Overdose Deaths,5524,100,0.051492324,Florida,5533
FL,2019,February,12 month-ending,Number of Drug Overdose Deaths,4937,100,0.048662511,Florida,4943
FL,2019,January,12 month-ending,Number of Drug Overdose Deaths,4921,100,0.049486937,Florida,4928
FL,2019,July,12 month-ending,Number of Drug Overdose Deaths,5097,100,0.048524798,Florida,5104
FL,2019,June,12 month-ending,Number of Drug Overdose Deaths,5043,100,0.049616556,Florida,5050
FL,2019,March,12 month-ending,Number of Drug Overdose Deaths,4961,100,0.048164635,Florida,4967
FL,2019,May,12 month-ending,Number of Drug Overdose Deaths,4957,100,0.047310769,Florida,4963
FL,2019,November,12 month-ending,Number of Drug Overdose Deaths,5473,100,0.053047609,Florida,5483
FL,2019,October,12 month-ending,Number of Drug Overdose Deaths,5397,100,0.051315745,Florida,5406
FL,2019,September,12 month-ending,Number of Drug Overdose Deaths,5251,100,0.049428454,Florida,5258
FL,2020,April,12 month-ending,Number of Drug Overdose Deaths,6238,100,0.054218275,Florida,6250
FL,2020,August,12 month-ending,Number of Drug Overdose Deaths,7249,100,0.065790897,Florida,7273
FL,2020,December,12 month-ending,Number of Drug Overdose Deaths,7568,100,0.068283252,Florida,7596
FL,2020,February,12 month-ending,Number of Drug Overdose Deaths,5777,100,0.052442349,Florida,5787
FL,2020,January,12 month-ending,Number of Drug Overdose Deaths,5638,100,0.052227255,Florida,5648
FL,2020,July,12 month-ending,Number of Drug Overdose Deaths,7049,100,0.06606435,Florida,7073
FL,2020,June,12 month-ending,Number of Drug Overdose Deaths,6833,100,0.059393086,Florida,6851
FL,2020,March,12 month-ending,Number of Drug Overdose Deaths,6002,100,0.052201148,Florida,6012
FL,2020,May,12 month-ending,Number of Drug Overdose Deaths,6633,100,0.055757677,Florida,6647
FL,2020,November,12 month-ending,Number of Drug Overdose Deaths,7512,100,0.065264867,Florida,7537
FL,2020,October,12 month-ending,Number of Drug Overdose Deaths,7444,100,0.066236621,Florida,7469
FL,2020,September,12 month-ending,Number of Drug Overdose Deaths,7422,100,0.066949817,Florida,7448
FL,2021,April,12 month-ending,Number of Drug Overdose Deaths,7854,100,0.083454626,Florida,7897
FL,2021,August,12 month-ending,Number of Drug Overdose Deaths,7908,100,0.099335307,Florida,7966
FL,2021,December,12 month-ending,Number of Drug Overdose Deaths,8163,100,0.131784146,Florida,8256
FL,2021,February,12 month-ending,Number of Drug Overdose Deaths,7709,100,0.0696401,Florida,7738
FL,2021,January,12 month-ending,Number of Drug Overdose Deaths,7670,100,0.06678871,Florida,7697
FL,2021,July,12 month-ending,Number of Drug Overdose Deaths,7851,100,0.099584137,Florida,7909
FL,2021,June,12 month-ending,Number of Drug Overdose Deaths,7839,100,0.097266305,Florida,7895
FL,2021,March,12 month-ending,Number of Drug Overdose Deaths,7764,100,0.076912098,Florida,7800
FL,2021,May,12 month-ending,Number of Drug Overdose Deaths,7738,100,0.090624323,Florida,7787
FL,2021,November,12 month-ending,Number of Drug Overdose Deaths,8066,100,0.12349791,Florida,8149
FL,2021,October,12 month-ending,Number of Drug Overdose Deaths,8018,100,0.110017588,Florida,8088
FL,2021,September,12 month-ending,Number of Drug Overdose Deaths,7903,100,0.103702754,Florida,7966
FL,2022,April,12 month-ending,Number of Drug Overdose Deaths,8158,100,0.155149959,Florida,8274
FL,2022,August,12 month-ending,Number of Drug Overdose Deaths,8028,100,0.163791739,Florida,8151
FL,2022,December,12 month-ending,Number of Drug Overdose Deaths,7894,100,0.219709555,Florida,8070
FL,2022,February,12 month-ending,Number of Drug Overdose Deaths,8207,100,0.148759213,Florida,8317
FL,2022,January,12 month-ending,Number of Drug Overdose Deaths,8146,100,0.144280575,Florida,8251
FL,2022,July,12 month-ending,Number of Drug Overdose Deaths,8061,100,0.148655636,Florida,8169
FL,2022,June,12 month-ending,Number of Drug Overdose Deaths,8032,100,0.147952504,Florida,8139
FL,2022,March,12 month-ending,Number of Drug Overdose Deaths,8270,100,0.151459347,Florida,8384
FL,2022,May,12 month-ending,Number of Drug Overdose Deaths,8149,100,0.154530236,Florida,8264
FL,2022,November,12 month-ending,Number of Drug Overdose Deaths,7919,100,0.202658082,Florida,8078
FL,2022,October,12 month-ending,Number of Drug Overdose Deaths,7954,100,0.193636367,Florida,8105
FL,2022,September,12 month-ending,Number of Drug Overdose Deaths,7985,100,0.174193944,Florida,8117
FL,2023,April,12 month-ending,Number of Drug Overdose Deaths,7736,100,0.214670415,Florida,7909
FL,2023,August,12 month-ending,Number of Drug Overdose Deaths,7582,100,0.228292933,Florida,7776
FL,2023,February,12 month-ending,Number of Drug Overdose Deaths,7874,100,0.226226133,Florida,8039
FL,2023,January,12 month-ending,Number of Drug Overdose Deaths,7906,100,0.216264604,Florida,8034
FL,2023,July,12 month-ending,Number of Drug Overdose Deaths,7602,100,0.222028084,Florida,7788
FL,2023,June,12 month-ending,Number of Drug Overdose Deaths,7635,100,0.216441933,Florida,7806
FL,2023,March,12 month-ending,Number of Drug Overdose Deaths,7747,100,0.219625534,Florida,7929
FL,2023,May,12 month-ending,Number of Drug Overdose Deaths,7675,100,0.212304328,Florida,7853
FL,2023,November,12 month-ending,Number of Drug Overdose Deaths,7265,100,0.264208751,Florida,7465
FL,2023,October,12 month-ending,Number of Drug Overdose Deaths,7392,100,0.241344659,Florida,7589
FL,2023,September,12 month-ending,Number of Drug Overdose Deaths,7507,100,0.236798383,Florida,7696
GA,2015,April,12 month-ending,Number of Drug Overdose Deaths,1270,100,0.098595644,Georgia,1280
GA,2015,August,12 month-ending,Number of Drug Overdose Deaths,1327,100,0.081167818,Georgia,1334
GA,2015,December,12 month-ending,Number of Drug Overdose Deaths,1308,100,0.079462634,Georgia,1315
GA,2015,February,12 month-ending,Number of Drug Overdose Deaths,1235,100,0.093332481,Georgia,1244
GA,2015,January,12 month-ending,Number of Drug Overdose Deaths,1206,100,0.087530732,Georgia,1214
GA,2015,July,12 month-ending,Number of Drug Overdose Deaths,1330,100,0.088756657,Georgia,1339
GA,2015,June,12 month-ending,Number of Drug Overdose Deaths,1311,100,0.091755804,Georgia,1320
GA,2015,March,12 month-ending,Number of Drug Overdose Deaths,1257,100,0.091364761,Georgia,1265
GA,2015,May,12 month-ending,Number of Drug Overdose Deaths,1289,100,0.09976511,Georgia,1299
GA,2015,November,12 month-ending,Number of Drug Overdose Deaths,1315,100,0.07661983,Georgia,1322
GA,2015,October,12 month-ending,Number of Drug Overdose Deaths,1337,100,0.083008115,Georgia,1345
GA,2015,September,12 month-ending,Number of Drug Overdose Deaths,1314,100,0.077122102,Georgia,1321
GA,2016,April,12 month-ending,Number of Drug Overdose Deaths,1291,100,0.064672595,Georgia,1296
GA,2016,August,12 month-ending,Number of Drug Overdose Deaths,1275,100,0.076540375,Georgia,1281
GA,2016,December,12 month-ending,Number of Drug Overdose Deaths,1370,100,0.084369612,Georgia,1378
GA,2016,February,12 month-ending,Number of Drug Overdose Deaths,1277,100,0.073492775,Georgia,1283
GA,2016,January,12 month-ending,Number of Drug Overdose Deaths,1299,100,0.078507608,Georgia,1306
GA,2016,July,12 month-ending,Number of Drug Overdose Deaths,1270,100,0.075680504,Georgia,1276
GA,2016,June,12 month-ending,Number of Drug Overdose Deaths,1279,100,0.075743466,Georgia,1285
GA,2016,March,12 month-ending,Number of Drug Overdose Deaths,1278,100,0.072236337,Georgia,1284
GA,2016,May,12 month-ending,Number of Drug Overdose Deaths,1268,100,0.067139127,Georgia,1273
GA,2016,November,12 month-ending,Number of Drug Overdose Deaths,1344,100,0.077403185,Georgia,1351
GA,2016,October,12 month-ending,Number of Drug Overdose Deaths,1298,100,0.072591262,Georgia,1304
GA,2016,September,12 month-ending,Number of Drug Overdose Deaths,1289,100,0.077509843,Georgia,1296
GA,2017,April,12 month-ending,Number of Drug Overdose Deaths,1467,100,0.079914758,Georgia,1475
GA,2017,August,12 month-ending,Number of Drug Overdose Deaths,1501,100,0.091431871,Georgia,1511
GA,2017,December,12 month-ending,Number of Drug Overdose Deaths,1516,100,0.082457964,Georgia,1525
